ID_EQUIPO,ID_TIPO_EQ,TIPO_EQUIPO,ID_EMPRESA,NOMBRE_EQUIPO,MARCA,MODELO,SERIE,QR,FOTO,UBICACION,PERIODICIDAD
729,16,AIRE ACONDICIONADO,1001,"SPLIT DUCTO SALON RECTOR (ala Sur, condensador superior)",,ANL-50M,"R-22, 220 volt",,,EDIFICIO A 3ER PISO,FUERA CONTRATO
1986,19,AIRE ACONDICIONADO,1001,EXTRACTOR CENTRIFUGO BAÑO (edificio P),,CBR 12/12,,,EQUIPOS_Images/1986.FOTO.004552.jpg,EDIFICIO P,FUERA CONTRATO
2980,19,AIRE ACONDICIONADO,1001,EXTRACTOR CENTRIFUGO BAÑO (edificio C),sin marca,sin modelo,,,EQUIPOS_Images/2980.FOTO.032210.jpg,EDIFICIO C,FUERA CONTRATO
1461,19,AIRE ACONDICIONADO,1001,EXTRACTOR BAÑO EDIFICIO P LADO CAFETERIA,sin marca,sin modelo,220 volt,,,EDIFICIO P,FUERA CONTRATO
1802,16,AIRE ACONDICIONADO,1003,AIRE ACONDICIONADO,Midea,Midea,,,EQUIPOS_Images/1802.FOTO.145839.jpg,AIRE ACONDICIONADO,FUERA CONTRATO
2640,4,COCINA A GAS,1003,RED DE GAS COCINA,S/M,S/M,S/S,,EQUIPOS_Images/2640.FOTO.035204.jpg,COCINA,FUERA CONTRATO
1662,7,EQUIPOS DE FRIO,1003,COOLER 2 Ptas CAF1.6,DE RIGO,ANDINA,0635,,EQUIPOS_Images/1662.FOTO.210004.jpg,COOLER,FUERA CONTRATO
2389,7,EQUIPOS DE FRIO,1003,VITRINA CAF2.4,S/M,,,,EQUIPOS_Images/2389.FOTO.231447.jpg,CAFETERIA,BIMESTRAL
999,7,EQUIPOS DE FRIO,1003,VITRINA CAF2.5,S/M,,,,EQUIPOS_Images/999.FOTO.232855.jpg,CAFETERIA,BIMESTRAL
2488,7,EQUIPOS DE FRIO,1003,MESON REFRIGERADO CAF14.4,DE RIGO,ANDINA,,,EQUIPOS_Images/2488.FOTO.233410.jpg,CAFETERIA,BIMESTRAL
2969,7,EQUIPOS DE FRIO,1003,VISICOOLER PROFESORES,Ventus,LG-900TC,,,EQUIPOS_Images/2969.FOTO.211202.jpg,COOLER,TRIMESTRAL
470,7,EQUIPOS DE FRIO,1003,VISICOOLER LINEA UNO,Ventus,LG-900TC,,,EQUIPOS_Images/470.FOTO.233501.jpg,COOLER,TRIMESTRAL
825,19,AIRE ACONDICIONADO,1003,CORTINA DE AIRE ENTRADA OFICINA,TADIRAN,ANL-50M,s/s,,,CORTINAS DE AIRE,SEMESTRAL
1193,19,AIRE ACONDICIONADO,1003,EXTRACCION LAVAVAJILLAS,,,,,EQUIPOS_Images/1193.FOTO.142815.jpg,EXTRACCIÓN,FUERA CONTRATO
1417,19,AIRE ACONDICIONADO,1003,EXTRACCIÓN HORNOS,,,,,EQUIPOS_Images/1417.FOTO.142906.jpg,EXTRACCIÓN,SEMESTRAL
2974,19,AIRE ACONDICIONADO,1003,EXTRACCIÓN MARMITAS (2 EQUIPOS),,,,,EQUIPOS_Images/2974.FOTO.143009.jpg,EXTRACCIÓN,SEMESTRAL
796,19,AIRE ACONDICIONADO,1003,EXTRACCIÓN COCINA CALIENTE,,,,,EQUIPOS_Images/796.FOTO.143105.jpg,EXTRACCIÓN,SEMESTRAL
1504,19,AIRE ACONDICIONADO,1003,EXTRACCIÓN LINEAS DE SERVICIO,,,,,EQUIPOS_Images/1504.FOTO.143156.jpg,EXTRACCIÓN,FUERA CONTRATO
1618,15,BATIDORA,1003,BATIDORA PLANETARIA,VENTUS,VM-10,,,EQUIPOS_Images/1618.FOTO.154149.jpg,COCINA,TRIMESTRAL 
2887,21,,1003,DOCUMENTOS,,,,,,DOCUMENTOS,DOCUMENTOS
1344,12,TERMO,1004,GIMNASIO TERMO 3 (Baños segundo piso),,,,,,TERMOS,FUERA CONTRATO
844,12,TERMO,1004,EMPRESAS EXTERNAS 600 LT,,,,,EQUIPOS_Images/844.FOTO.131241.jpg,TERMOS,FUERA CONTRATO
2998,12,TERMO,1004,EDIFICIO VIDA UNIV. NRO UNO 180 LT,,,,,EQUIPOS_Images/2998.FOTO.131142.jpg,TERMOS,FUERA CONTRATO
812,12,TERMO,1004,"EDIFICIO VIDA UNIV. NRO DOS, 180 LT",,,,,EQUIPOS_Images/812.FOTO.131124.jpg,TERMOS,FUERA CONTRATO
2956,12,TERMO,1004,VESTUARIO GUARDIA 240 LT,,,,,EQUIPOS_Images/2956.FOTO.124314.jpg,TERMOS,FUERA CONTRATO
943,12,TERMO,1004,TALLER MANTENCIÓN INDUSTRIAL 500 LT,,,,,EQUIPOS_Images/943.FOTO.170423.jpg,TERMOS,FUERA CONTRATO
1511,12,TERMO,1004,VESTUARIO MANTENCIÓN 305 LT,,,,,EQUIPOS_Images/1511.FOTO.131536.jpg,TERMOS,FUERA CONTRATO
1174,12,TERMO,1004,VESTUARIO CASINO 300 LT,,,,,EQUIPOS_Images/1174.FOTO.131550.jpg,TERMOS,FUERA CONTRATO
2159,16,AIRE ACONDICIONADO,1009,ROOFTOP ESTERILIZACION,MIDEA,MRX- 50HWN1-R,,,EQUIPOS_Images/2159.FOTO.212216.jpg,CROSB,FUERA CONTRATO
2775,7,EQUIPOS DE FRIO,1014,CONTENEDOR MP3000,Thermo king,Magnum-532,A001102617,,EQUIPOS_Images/2775.FOTO.181436.jpg,APN,TRIMESTRAL
2422,7,EQUIPOS DE FRIO,1014,CAMARA DE MANTENCION,Hispania,LKPG PLUS 200MT,,,EQUIPOS_Images/2422.FOTO.161202.jpg,APN,TRIMESTRAL
1777,16,AIRE ACONDICIONADO,1019,SPLIT NUEVO,Anwo,,,,EQUIPOS_Images/1777.FOTO.033030.jpg,DROGUERÍA,TRIMESTRAL
2013,21,,1003,INFORME DE ATENCIÓN TECNICA,,,,,,DOCUMENTOS,INFORME DE ATENCIÓN TECNICA
